index,search_song_x,search_artist_x,search_term,matched_song,matched_artist,collection,preview_url,apple_release_date,apple_track_time_ms,apple_duration_sec,apple_genre,apple_collection,apple_track_id_x,apple_artist_id,match_score,title_score,artist_score,version_penalty,match_status,failure_reason,artist_overlap,usable_match,usable_match_v2,recovery_reason,search_song_y,search_artist_y,apple_track_id_y,preview_file,download_status
1279,Got Money,Lil Wayne Featuring T-Pain,got money lil wayne,Got Money (feat. T-Pain),Lil Wayne,Tha Carter III,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4d/12/1d/4d121db3-6520-83a6-f0b6-6991073903a8/mzaf_324906616668427245.plus.aac.p.m4a,2008-05-27T12:00:00Z,244600.0,244.6,Hip-Hop/Rap,Tha Carter III,1440738496.0,5869117.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Got Money,Lil Wayne Featuring T-Pain,1440738496.0,preview_clips/lil_wayne_featuring_t_pain__got_money__1440738496.0.m4a,downloaded
1280,Got What I Got,Jason Aldean,got what i got jason aldean,Got What I Got,Jason Aldean,9,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/68/4c/71/684c7144-5f6e-03e4-9fa1-a3edcd1c7f1e/mzaf_10585643475875162200.plus.aac.p.m4a,2019-10-11T12:00:00Z,178148.0,178.148,Country,9,1478461248.0,63684710.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Got What I Got,Jason Aldean,1478461248.0,preview_clips/jason_aldean__got_what_i_got__1478461248.0.m4a,downloaded
1281,Got Your Back,T.I. Featuring Keri Hilson,got your back t i,Got Your Back (feat. Keri Hilson) [Mixed],T.I.,"Party In The Jungle: DJ Emmbassey, Feb 2023 (DJ Mix)",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/dc/e4/a2/dce4a281-46ed-fe64-f42a-20e74ba9a19d/mzaf_16149289534942313686.plus.aac.p.m4a,2023-02-10T12:00:00Z,102850.0,102.85,Afrobeats,"Party In The Jungle: DJ Emmbassey, Feb 2023 (DJ Mix)",1667054712.0,14967.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Got Your Back,T.I. Featuring Keri Hilson,1667054712.0,preview_clips/t_i_featuring_keri_hilson__got_your_back__1667054712.0.m4a,downloaded
1282,Gotta Be Somebody,Nickelback,gotta be somebody nickelback,Gotta Be Somebody,Nickelback,Dark Horse,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/28/aa/41/28aa41c7-ca74-7fcf-f13d-9f4ec538b14f/mzaf_12530682266717608749.plus.aac.p.m4a,2008-09-29T07:00:00Z,240893.0,240.893,Rock,Dark Horse,296913969.0,5280361.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Gotta Be Somebody,Nickelback,296913969.0,preview_clips/nickelback__gotta_be_somebody__296913969.0.m4a,downloaded
1283,Gotta Find You,Joe Jonas,gotta find you joe jonas,Gotta Find You,Joe Jonas,Camp Rock (Music from the Disney Channel Original Movie),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c9/7c/37/c97c374f-5161-0fbb-a76a-c8400ee14798/mzaf_14611494185747792125.plus.aac.p.m4a,2008-06-17T12:00:00Z,241867.0,241.867,Musicals,Camp Rock (Music from the Disney Channel Original Movie),1440620228.0,162092469.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Gotta Find You,Joe Jonas,1440620228.0,preview_clips/joe_jonas__gotta_find_you__1440620228.0.m4a,downloaded
1284,Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,gotta go my own way zac efron,Gotta Go My Own Way,Zac Efron & Vanessa Hudgens,High School Musical 2 (Original Soundtrack),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0c/fe/a2/0cfea2ea-41ce-6533-5d7c-b2ad64148bd0/mzaf_2355969057330564972.plus.aac.p.m4a,2007-08-13T12:00:00Z,222360.0,222.36,Soundtrack,High School Musical 2 (Original Soundtrack),1440769722.0,253406605.0,0.8588235294117648,1.0,0.5294117647058824,0.0,REVIEW,SUCCESS,1.0,True,True,,Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,1440769722.0,preview_clips/zac_efron_vanessa_anne_hudgens__gotta_go_my_own_way__1440769722.0.m4a,downloaded
1285,Grammys,Drake Featuring Future,grammys drake,Grammys (feat. Future),Drake,Views,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d7/0b/ea/d70beaa5-87c9-a7fd-8228-b26af437b6f8/mzaf_10183221136062672412.plus.aac.p.m4a,2016-04-29T12:00:00Z,220435.0,220.435,Hip-Hop/Rap,Views,1440843505.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Grammys,Drake Featuring Future,1440843505.0,preview_clips/drake_featuring_future__grammys__1440843505.0.m4a,downloaded
1286,Grapejuice,Harry Styles,grapejuice harry styles,Grapejuice,Harry Styles,Harry's House,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/91/e9/fa/91e9faf4-c012-2b83-f2e3-9204635561d9/mzaf_1722014334768721753.plus.aac.p.m4a,2022-05-20T12:00:00Z,191959.0,191.959,Pop,Harry's House,1615585007.0,471260289.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Grapejuice,Harry Styles,1615585007.0,preview_clips/harry_styles__grapejuice__1615585007.0.m4a,downloaded
1287,Graveyard,Halsey,graveyard halsey,Graveyard,Halsey,Manic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/47/fa/25/47fa257f-fb5f-076e-8af5-63adf2b83003/mzaf_6837304830765743018.plus.aac.p.m4a,2019-09-13T07:00:00Z,181806.0,181.806,Alternative,Manic,1479628004.0,324916925.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Graveyard,Halsey,1479628004.0,preview_clips/halsey__graveyard__1479628004.0.m4a,downloaded
1288,Great Gatsby,Rod Wave,great gatsby rod wave,Great Gatsby,Rod Wave,Nostalgia,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/8c/22/eb/8c22ebac-aa42-ab35-f245-f7255e12bc9d/mzaf_17643601897894139167.plus.aac.p.m4a,2023-09-14T12:00:00Z,146752.0,146.752,Rap,Nostalgia,1708125064.0,1140623439.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Great Gatsby,Rod Wave,1708125064.0,preview_clips/rod_wave__great_gatsby__1708125064.0.m4a,downloaded
1289,Great Is Thy Faithfulness,Jordan Smith,great is thy faithfulness jordan smith,Great Is Thy Faithfulness (The Voice Performance),Jordan Smith,The Complete Season 9 Collection (The Voice Performance),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a4/02/cb/a402cb28-68c7-19e6-b001-b6ed89bdbbaa/mzaf_1856957293033301494.plus.aac.p.m4a,2015-11-16T12:00:00Z,214138.0,214.138,Christian,The Complete Season 9 Collection (The Voice Performance),1440845284.0,124498692.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Great Is Thy Faithfulness,Jordan Smith,1440845284.0,preview_clips/jordan_smith__great_is_thy_faithfulness__1440845284.0.m4a,downloaded
1290,Greatest,Eminem,greatest eminem,Greatest,Eminem,Kamikaze,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0d/d1/28/0dd1287d-df27-8852-f9bd-e62c6112d5ba/mzaf_17956239652757532825.plus.aac.p.m4a,2018-08-31T12:00:00Z,226933.0,226.933,Hip-Hop/Rap,Kamikaze,1434766847.0,111051.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Greatest,Eminem,1434766847.0,preview_clips/eminem__greatest__1434766847.0.m4a,downloaded
1291,Greece,DJ Khaled Featuring Drake,greece dj khaled,GREECE (feat. Drake),DJ Khaled,KHALED KHALED,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c4/80/f2/c480f2ed-8b39-03d8-9200-24d6b3fa813e/mzaf_15577568605882674654.plus.aac.p.m4a,2020-07-17T07:00:00Z,219270.0,219.27,Hip-Hop/Rap,KHALED KHALED,1565596433.0,157749142.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Greece,DJ Khaled Featuring Drake,1565596433.0,preview_clips/dj_khaled_featuring_drake__greece__1565596433.0.m4a,downloaded
1292,Greedy,Tate McRae,greedy tate mcrae,greedy,Tate McRae,THINK LATER,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/ff/fb/f0/fffbf047-d930-4f20-6b5d-17b9895b8052/mzaf_18081110782534090177.plus.aac.p.m4a,2023-09-15T07:00:00Z,129687.0,129.687,Pop,THINK LATER,1719661252.0,1446365464.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Greedy,Tate McRae,1719661252.0,preview_clips/tate_mcrae__greedy__1719661252.0.m4a,downloaded
1293,Green Light,John Legend Featuring Andre 3000,green light john legend,Green Light (feat. André 3000),John Legend,Evolver,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/b9/41/ed/b941ed83-4230-1383-9c15-31924b1be047/mzaf_11807193460443912740.plus.aac.p.m4a,2008-07-29T07:00:00Z,284187.0,284.187,R&B/Soul,Evolver,292767854.0,16586443.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Green Light,John Legend Featuring Andre 3000,292767854.0,preview_clips/john_legend_featuring_andre_3000__green_light__292767854.0.m4a,downloaded
1294,Green Light,Lorde,green light lorde,Green Light,Lorde,Melodrama,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/52/98/aa/5298aa77-f5d0-e6b7-7f24-5d06409abfc8/mzaf_4826261660034311199.plus.aac.p.m4a,2017-03-02T12:00:00Z,234653.0,234.653,Alternative,Melodrama,1429663163.0,602767352.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Green Light,Lorde,1429663163.0,preview_clips/lorde__green_light__1429663163.0.m4a,downloaded
1295,Grenade,Bruno Mars,grenade bruno mars,Grenade,Bruno Mars,Doo-Wops & Hooligans,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/eb/e3/11/ebe3111c-31c8-db50-53fe-b4b84615b94e/mzaf_122558449473593076.plus.aac.p.m4a,2010-09-28T07:00:00Z,222091.0,222.091,Pop,Doo-Wops & Hooligans,576655094.0,278873078.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Grenade,Bruno Mars,576655094.0,preview_clips/bruno_mars__grenade__576655094.0.m4a,downloaded
1296,Grillz,"""Nelly Featuring Paul Wall, Ali & Gipp""",grillz nelly,Grillz (feat. Paul Wall & Ali & Gipp) [Mixed],Nelly,KG The DJ (Hip Hop X R&B) [DJ Mix],https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/af/f6/59/aff659d5-16e8-30c4-a732-8d8d35290109/mzaf_6032924508913043769.plus.aac.p.m4a,2023-08-11T12:00:00Z,59046.0,59.046,Hip-Hop/Rap,KG The DJ (Hip Hop X R&B) [DJ Mix],1701213265.0,351794.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Grillz,"""Nelly Featuring Paul Wall, Ali & Gipp""",1701213265.0,preview_clips/nelly_featuring_paul_wall_ali_gipp__grillz__1701213265.0.m4a,downloaded
1297,Grind With Me,Pretty Ricky,grind with me pretty ricky,Grind With Me,Pretty Ricky,Bluestars,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d5/b9/c6/d5b9c617-47f4-ed7f-ac8d-84c0d3728f86/mzaf_18053467443203580196.plus.aac.p.m4a,2005-03-22T12:00:00Z,239387.0,239.387,R&B/Soul,Bluestars,63490928.0,51952056.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Grind With Me,Pretty Ricky,63490928.0,preview_clips/pretty_ricky__grind_with_me__63490928.0.m4a,downloaded
1298,Gucci Gang,Lil Pump,gucci gang lil pump,Gucci Gang,Lil Pump,Gucci Gang - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d3/ca/b3/d3cab32c-4ce2-5ec9-448f-56bc35ad41f7/mzaf_819053906568355120.plus.aac.p.m4a,2017-08-27T07:00:00Z,125000.0,125.0,Hip-Hop/Rap,Gucci Gang - Single,1312807655.0,1129587661.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Gucci Gang,Lil Pump,1312807655.0,preview_clips/lil_pump__gucci_gang__1312807655.0.m4a,downloaded
1299,Guess,Charli xcx Featuring Billie Eilish,guess charli xcx,Guess,Charli xcx,Brat and it’s the same but there’s three more songs so it’s not,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/22/dd/42/22dd424e-98b5-6dd6-6dd6-340fa9a2edb1/mzaf_3129068084574351708.plus.aac.p.m4a,2024-06-10T07:00:00Z,142266.0,142.266,Electronic,Brat and it’s the same but there’s three more songs so it’s not,1750469221.0,432942256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Guess,Charli xcx Featuring Billie Eilish,1750469221.0,preview_clips/charli_xcx_featuring_billie_eilish__guess__1750469221.0.m4a,downloaded
1300,Guilty As Sin?,Taylor Swift,guilty as sin taylor swift,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7a/a0/b2/7aa0b2bd-5980-49b0-be0a-1307ac85bd8b/mzaf_4308268888409732206.plus.aac.p.m4a,2024-04-19T12:00:00Z,254366.0,254.366,Pop,THE TORTURED POETS DEPARTMENT,1736268502.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Guilty As Sin?,Taylor Swift,1736268502.0,preview_clips/taylor_swift__guilty_as_sin__1736268502.0.m4a,downloaded
1301,Guts Over Fear,Eminem Featuring Sia,guts over fear eminem,Guts Over Fear (feat. Sia),Eminem,SHADYXV,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c5/31/09/c5310943-9988-0c17-aeb9-2d3e1a89baef/mzaf_1297733758702250190.plus.aac.p.m4a,2014-08-25T12:00:00Z,301000.0,301.0,Hip-Hop/Rap,SHADYXV,1443175615.0,111051.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Guts Over Fear,Eminem Featuring Sia,1443175615.0,preview_clips/eminem_featuring_sia__guts_over_fear__1443175615.0.m4a,downloaded
1302,Guy For That,Post Malone Featuring Luke Combs,guy for that post malone,Guy For That (feat. Luke Combs),Post Malone,F-1 Trillion,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9f/e6/50/9fe6509b-ca52-b577-df1c-ba53e496d734/mzaf_10627975360527523888.plus.aac.p.m4a,2024-07-26T12:00:00Z,164011.0,164.011,Country,F-1 Trillion,1752531955.0,966309175.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Guy For That,Post Malone Featuring Luke Combs,1752531955.0,preview_clips/post_malone_featuring_luke_combs__guy_for_that__1752531955.0.m4a,downloaded
