Song,Artist,first_chart_date,last_chart_date,entry_rank,peak_rank,total_weeks,top10_weeks,top40_weeks,avg_rank,peak_date,lifespan_weeks,time_to_peak,entry_year,weeks_since_last_chart,potentially_incomplete,apple_release_date,apple_duration_sec,apple_genre,days_release_to_chart,days_release_to_peak,tempo_bpm,tempo_bpm_raw,tempo_bpm_adjusted,tempo_adjustment_reason,rms_loudness,valence,arousal,spectral_centroid_mean,spectral_rolloff_mean,mode,key_strength,genre_1,genre_1_score,genre_2,genre_2_score,genre_3,genre_3_score,genre_4,genre_4_score,genre_5,genre_5_score,genre_family_blues,genre_family_classical,genre_family_electronic,genre_family_folk_world_and_country,genre_family_funk_soul,genre_family_hip_hop,genre_family_jazz,genre_family_latin,genre_family_pop,genre_family_reggae,genre_family_rock,audio_feature_error
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,2009-11-18,2010-03-31,27,10,20,1,18,23.25,2010-01-06,20,7.0,2009,842.0,False,2009-11-03 12:00:00,210.867,Pop,14.0,63.0,125.90331268310548,125.90331268310548,125.90331268310548,unchanged,0.3086803257465362,6.654631614685059,5.589118957519531,4044.0760738502713,1848.9221531540247,major,0.8720870018005371,Pop---K-pop,0.3011432588100433,Electronic---House,0.1678094714879989,Hip Hop---RnB/Swing,0.1588867306709289,Funk / Soul---Contemporary R&B,0.1065072417259216,Electronic---Electro,0.0955247730016708,0.000458910918951,0.001378882229801,0.8230288440172444,0.0073785050090009,0.1510567439145234,0.3724419834070431,0.0024398476230089,0.0118172434902135,0.3562311491550645,0.066483127331594,0.0243423560204973,
Dodger Blue,"""Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch""",2024-12-04,2025-02-19,11,11,6,0,1,58.333333333333336,2024-12-04,6,0.0,2024,65.0,False,2024-11-21 12:00:00,131.241,Hip-Hop/Rap,12.0,12.0,83.39698028564453,83.39698028564453,83.39698028564453,unchanged,0.2749343514442444,5.6368842124938965,5.609601020812988,3156.882791666793,1546.873979598007,major,0.9225547909736632,Funk / Soul---Contemporary R&B,0.1247649937868118,Hip Hop---Cloud Rap,0.099028579890728,Hip Hop---Trap,0.0952536389231681,Electronic---Downtempo,0.0670446082949638,Funk / Soul---Neo Soul,0.0594022795557975,0.0040658860079929,0.0002870918518738,0.5192751237576658,0.0163527490178694,0.3057332716998644,0.612658750054834,0.0130184664556054,0.0670976762948498,0.1268868101251428,0.0292377250589197,0.0440103884569111,
Does To Me,Luke Combs Featuring Eric Church,2020-03-25,2020-07-29,86,20,19,0,8,48.26315789473684,2020-06-03,19,10.0,2020,303.0,False,2019-11-08 12:00:00,223.76,Country,137.0,207.0,112.69659423828124,112.69659423828124,112.69659423828124,unchanged,0.2929860949516296,6.235943794250488,4.867247104644775,2732.426611422753,1566.0147165697674,major,0.9531543254852296,Rock---Pop Rock,0.1476281136274337,Rock---Country Rock,0.1437029987573623,"Folk, World, & Country---Country",0.1411570906639099,"Folk, World, & Country---Honky Tonk",0.1050436720252037,Rock---Southern Rock,0.0889921486377716,0.1432106116844806,0.0051665415617208,0.0104509096720661,0.3544501268830231,0.0423261508155974,0.0025797831570457,0.0085080913327146,0.0091704088366526,0.0764245861823837,0.0012823151755583,1.072375524520936,
Dog Days Are Over,Florence + The Machine,2010-09-22,2011-02-09,93,21,20,0,2,65.5,2010-09-29,20,1.0,2010,797.0,False,2008-11-22 12:00:00,251.84,Alternative,668.0,675.0,75.54512023925781,75.54512023925781,75.54512023925781,unchanged,0.2689864039421081,6.457106590270996,5.690267562866211,2945.2980629617855,2078.7219522165697,major,0.9305917620658876,Rock---Pop Rock,0.2321670204401016,Pop---Vocal,0.1611680835485458,Rock---New Wave,0.0959134995937347,Pop---Chanson,0.0694040954113006,Rock---Indie Rock,0.0581213720142841,0.0395373748324345,0.019952638187533,0.2805381272964951,0.076336346573953,0.1515224177110212,0.0444256418259101,0.0244862122490303,0.0118451134917449,0.3679151195683516,0.0152335086168022,1.2356881308842276,
Dog Days Are Over,Glee Cast,2010-12-15,2010-12-15,22,22,1,0,1,22.0,2010-12-15,1,0.0,2010,805.0,False,2010-11-30 08:00:00,252.8,Pop,14.0,14.0,150.41175842285156,150.41175842285156,75.20587921142578,halved_145_180_likely_double_time,0.3051391839981079,7.9943695068359375,5.559453010559082,3062.8387908463137,1612.4069166626357,major,0.7605483531951904,Pop---K-pop,0.1808010041713714,Pop---J-pop,0.1052882447838783,Rock---Alternative Rock,0.1004819124937057,Electronic---Dance-pop,0.0940848812460899,Pop---Indie Pop,0.0843095853924751,0.0039014124704408,0.0033960311411647,0.4521140223662314,0.0528517887751149,0.0620173945839042,0.0285430112026006,0.0104915652063937,0.0049530184023751,0.5406329811521573,0.0090306586716906,0.7284616331980942,
Dogtooth,"""Tyler, The Creator""",2023-04-05,2023-04-26,81,33,4,0,1,65.25,2023-04-12,4,1.0,2023,160.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doin' This,Luke Combs,2021-11-24,2022-05-25,53,26,23,0,8,53.91304347826087,2022-05-04,23,23.0,2021,208.0,False,2021-11-10 08:00:00,254.181,Country,13.0,174.0,114.17654418945312,114.17654418945312,114.17654418945312,unchanged,0.2605484127998352,5.308110237121582,4.654275894165039,2640.769949047927,1680.33983921488,major,0.9165385961532592,Rock---Hard Rock,0.1508789956569671,Rock---Alternative Rock,0.1246212869882583,Rock---Pop Rock,0.1015536040067672,Rock---Southern Rock,0.0701806992292404,Rock---Soft Rock,0.0648651719093322,0.0566351732741168,0.0026923688210445,0.1165256193519326,0.1192332110092877,0.043470590427205,0.0188165556628518,0.0064454009798282,0.0049553275091511,0.0867020982641406,0.0040991844944073,1.4990497088019763,
Doin' What She Likes,Blake Shelton,2014-01-29,2014-05-21,84,35,17,0,5,56.705882352941174,2014-04-02,17,9.0,2014,626.0,False,2013-03-26 12:00:00,223.373,Country,308.0,371.0,151.9581298828125,151.9581298828125,75.97906494140625,halved_145_180_likely_double_time,0.2408477067947387,5.954256057739258,5.218348026275635,2966.279980355372,1502.4409149453368,major,0.900253415107727,"Folk, World, & Country---Volksmusik",0.2711300551891327,Rock---Southern Rock,0.2128181457519531,Pop---Schlager,0.141703113913536,Pop---Ballad,0.1184041798114776,Rock---Pop Rock,0.1080563515424728,0.0670373461180133,0.001047548159704,0.0292640824590297,0.5258457490408546,0.0466401398700133,0.0118488612483389,0.02086585432653,0.1685974569804784,0.3661833184016814,0.0084339284294401,0.7754393298667139,
Dollaz On My Head,Gunna Featuring Young Thug,2020-06-03,2020-10-28,38,38,19,0,1,80.52631578947368,2020-06-03,19,0.0,2020,290.0,False,2020-05-22 07:00:00,197.76,Hip-Hop/Rap,11.0,11.0,144.80941772460938,144.80941772460938,144.80941772460938,unchanged,0.4382307827472687,4.864477157592773,4.838098049163818,2473.1880239205766,484.6806867732558,minor,0.8256663680076599,Hip Hop---Cloud Rap,0.6833153963088989,Hip Hop---Trap,0.5050544142723083,Hip Hop---Grime,0.0158102735877037,Hip Hop---Pop Rap,0.0145779494196176,Hip Hop---Gangsta,0.0118901133537292,0.0005409996699654,0.0001502708953466,0.0513662341786584,0.0020930167420374,0.0099751336183544,1.2885821246154592,0.0007448123012636,0.0040456728114151,0.0088616015978004,0.0119316615200659,0.027668653085584,
Domino,Jessie J,2011-10-26,2012-05-09,96,6,29,3,19,34.75,2012-02-15,29,16.0,2011,732.0,False,2011-02-25 12:00:00,231.693,Pop,242.0,354.0,127.03114318847656,127.03114318847656,127.03114318847656,unchanged,0.3176013827323913,6.990899562835693,6.78157377243042,4372.348962647996,1796.0224730311531,major,0.8313630223274231,Pop---K-pop,0.4137691557407379,Electronic---Dance-pop,0.2469279915094375,Electronic---House,0.235968604683876,Electronic---Synth-pop,0.1129373982548713,Electronic---Electro,0.1053876057267189,0.0005579153847463,0.0002302241973737,1.29795640122677,0.006313593035248,0.0505170017404452,0.0730877723594289,0.0039946023049992,0.0094076736615917,0.6052815916191321,0.0062356530861507,0.0266751395101003,
Don't,Bryson Tiller,2015-10-14,2016-06-01,84,13,34,0,23,33.794117647058826,2016-01-27,34,15.0,2015,520.0,False,2015-05-20 07:00:00,198.548,R&B/Soul,146.0,251.0,97.00939178466795,97.00939178466795,97.00939178466795,unchanged,0.2072974741458892,5.137757778167725,5.253906726837158,3806.524825069557,2261.636324194563,minor,0.8811600208282471,Hip Hop---Trap,0.4020097255706787,Hip Hop---Conscious,0.1767340898513794,Latin---Reggaeton,0.1467650085687637,Hip Hop---Cloud Rap,0.1290548890829086,Hip Hop---Boom Bap,0.070109061896801,0.000425611079251,2.470124200470991e-05,0.1421246609025459,0.0022627212518848,0.1284173878652836,1.144953600102781,0.0007985314319967,0.1523031414401501,0.0346090852084444,0.0083030443438474,0.0287280853974323,
Don't,Ed Sheeran,2014-06-25,2015-02-25,46,9,36,3,24,36.52777777777778,2014-11-12,36,20.0,2014,586.0,False,2014-06-20 07:00:00,219.84,Pop,4.0,144.0,94.84673309326172,94.84673309326172,94.84673309326172,unchanged,0.3179167509078979,5.764502048492432,5.568582057952881,3264.721777570506,1311.425403323336,minor,0.929047703742981,Hip Hop---Pop Rap,0.3147296607494354,Hip Hop---RnB/Swing,0.2724571824073791,Funk / Soul---Contemporary R&B,0.185534730553627,Pop---K-pop,0.0701089799404144,Hip Hop---Ragga HipHop,0.0670542195439338,0.0044182569399708,0.0005889154361966,0.1848417715150958,0.0221088743401196,0.3948138229898177,0.9530774709310208,0.009083347069918,0.0289095750137846,0.1776571905902528,0.0735272636520676,0.1205085032257216,
Don't Blink,Kenny Chesney,2007-09-19,2008-01-30,79,29,20,0,12,41.85,2007-10-24,20,5.0,2007,955.0,False,2007-09-11 07:00:00,286.88,Country,7.0,42.0,147.94168090820312,147.94168090820312,73.97084045410156,halved_145_180_likely_double_time,0.1809948235750198,5.6661601066589355,5.395122528076172,3311.1892484443133,1628.0937727107555,major,0.8502418994903564,"Folk, World, & Country---Country",0.1436748802661895,Rock---Pop Rock,0.10815891623497,Rock---Southern Rock,0.0959068909287452,Rock---Country Rock,0.0666263923048973,Rock---Arena Rock,0.0598868019878864,0.018209491710877,0.0027381376835364,0.0670169225735115,0.3175957384005414,0.011131443602526,0.0353452564400242,0.0048403732440647,0.0244309448665944,0.1992399324553844,0.0021446347909659,0.642651846582396,
Don't Call Me Angel (Charlie's Angels),"""Ariana Grande, Miley Cyrus & Lana Del Rey""",2019-09-25,2019-11-06,13,13,7,0,1,68.71428571428571,2019-09-25,7,0.0,2019,341.0,False,2019-09-13 07:00:00,190.075,Soundtrack,11.0,11.0,102.989501953125,102.989501953125,102.989501953125,unchanged,0.3502613604068756,6.282830238342285,5.364867210388184,3484.782267850988,1074.8101674366292,minor,0.8906264901161194,Pop---K-pop,0.595152735710144,Electronic---Dance-pop,0.1679337620735168,Electronic---Tropical House,0.0752182900905609,Funk / Soul---Contemporary R&B,0.0672579482197761,Hip Hop---Trap,0.0410960093140602,0.0001766485673062,0.0002397090702572,0.523513435237021,0.0006346536289464,0.1318324458061397,0.1821040500881281,0.0011056512401808,0.0123559442172134,0.6571731478555307,0.0126014779540355,0.0101779796636591,
Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,2005-05-04,2006-02-01,95,2,40,14,32,24.3,2005-08-17,40,15.0,2005,1059.0,False,2005-04-19 07:00:00,242.493,Pop,14.0,119.0,120.21314239501952,120.21314239501952,120.21314239501952,unchanged,0.2830274105072021,6.238269805908203,5.925243377685547,4544.145084345673,2576.284421560565,minor,0.7931757569313049,Electronic---House,0.1944966465234756,Hip Hop---RnB/Swing,0.1413356065750122,Pop---K-pop,0.0782224163413047,Funk / Soul---Contemporary R&B,0.0677112936973571,Pop---Ballad,0.0557107888162136,0.0007356623945042,0.0002759014496405,1.0905832297230518,0.0087050275858473,0.1787103788192325,0.3475400199167779,0.0035606993776582,0.0139382215606929,0.2261328583226713,0.0179765377106377,0.0292404299635222,
Don't Come Out The House,Metro Boomin Featuring 21 Savage,2018-11-14,2018-12-05,38,38,4,0,1,68.5,2018-11-14,4,0.0,2018,389.0,False,2018-11-02 07:00:00,168.355,Hip-Hop/Rap,11.0,11.0,149.94827270507812,149.94827270507812,74.97413635253906,halved_145_180_likely_double_time,0.3518864512443542,4.423719882965088,4.50726318359375,1983.457356108436,462.3963253997093,minor,0.8734847903251648,Hip Hop---Cloud Rap,0.8319347500801086,Hip Hop---Trap,0.7123575806617737,Hip Hop---Pop Rap,0.1377292275428772,Hip Hop---Thug Rap,0.0786391198635101,Hip Hop---Gangsta,0.0607454255223274,0.0042365460344626,0.0006039703334863,0.0245156699365907,0.0166910173852556,0.0041529939803695,1.9598000356818377,0.0019274681308161,0.001943965743294,0.0071096643232522,0.002328024846065,0.0482936804228302,
Don't Cry,Lil Wayne Featuring XXXTENTACION,2018-10-10,2018-10-24,5,5,3,1,1,52.0,2018-10-10,3,0.0,2018,395.0,False,2018-09-28 12:00:00,249.45,Hip-Hop/Rap,11.0,11.0,111.9142074584961,111.9142074584961,111.9142074584961,unchanged,0.2953782975673675,4.123770236968994,4.7729597091674805,2697.7935907700485,1246.9257933436531,minor,0.848186194896698,Hip Hop---Trap,0.3298326134681701,Hip Hop---Pop Rap,0.203726515173912,Hip Hop---Cloud Rap,0.1781279891729354,Hip Hop---Conscious,0.1518570631742477,Hip Hop---Crunk,0.1483990848064422,0.0004157335907564,1.1648396423424856e-05,0.0877731040570779,0.0014799106721596,0.0592231683567661,1.6609013562965629,0.0004266570977335,0.0248794911820056,0.0166071524796507,0.0064522425327595,0.0159897206176822,
Don't Drop That Thun Thun!,The FiNATTiCZ,2013-07-24,2013-09-25,88,35,10,0,2,60.1,2013-07-31,10,1.0,2013,660.0,False,2012-03-14 12:00:00,202.199,Hip-Hop/Rap,496.0,503.0,97.93950653076172,97.93950653076172,97.93950653076172,unchanged,0.3989098370075226,4.488912582397461,5.806199073791504,2305.286200731854,575.6876816860465,major,0.821973443031311,Latin---Reggaeton,0.0947334468364715,Hip Hop---Pop Rap,0.0845993012189865,Hip Hop---RnB/Swing,0.080828808248043,Electronic---Dance-pop,0.0664502307772636,Reggae---Dancehall,0.0613838024437427,0.0003443326964713,2.9899560512802736e-05,0.4331010631463527,0.003744601859358,0.0496579379105242,0.7452699874993414,0.0004269402783307,0.0980856250719082,0.0480092878856339,0.1199664857558673,0.0149302183291837,
Don't Forget About Us,Mariah Carey,2005-10-19,2006-03-08,81,1,21,8,18,21.047619047619047,2005-12-28,21,10.0,2005,1054.0,False,2005-04-12 12:00:00,233.867,Pop,189.0,259.0,143.50009155273438,143.50009155273438,143.50009155273438,unchanged,0.2662719488143921,5.158578395843506,5.2259521484375,4174.292705902005,1633.0401252297795,minor,0.7767874598503113,Hip Hop---Crunk,0.1480544060468673,Hip Hop---Pop Rap,0.1342252641916275,Funk / Soul---Contemporary R&B,0.1332360655069351,Hip Hop---RnB/Swing,0.1296591013669967,Hip Hop---Trap,0.0936051681637764,0.0007242468943502,0.0004463323799512,0.5272081000715616,0.0250094895029882,0.1867230393545469,0.8378107002604338,0.0026559773990015,0.0336856203038351,0.0445917596152867,0.036540996748954,0.0043912500681528,
Don't Hurt Yourself,Beyonce Featuring Jack White,2016-05-11,2016-05-18,28,28,2,0,2,32.5,2016-05-11,2,0.0,2016,522.0,False,2016-04-23 07:00:00,233.64,Pop,17.0,17.0,136.2617950439453,136.2617950439453,136.2617950439453,unchanged,0.1701905876398086,5.956368446350098,5.646644115447998,3072.7132486979167,1698.8528797238373,minor,0.9473572969436646,Hip Hop---RnB/Swing,0.192762091755867,Funk / Soul---Neo Soul,0.1642093956470489,Funk / Soul---Contemporary R&B,0.1251637041568756,Funk / Soul---Soul,0.119953267276287,Funk / Soul---Rhythm & Blues,0.0892722904682159,0.0086703598390158,0.0018458229023963,0.7455251988872078,0.0435879142933117,0.6241800839197822,0.7152064733818406,0.0722939688712358,0.0305058760743577,0.1133762927202042,0.0523609692463651,0.1399116836712437,
Don't Let Me Down,The Chainsmokers Featuring Daya,2016-02-24,2017-02-22,85,3,52,23,45,21.692307692307693,2016-07-13,52,20.0,2016,482.0,False,2016-02-05 08:00:00,208.658,Dance,18.0,158.0,106.43930053710938,106.43930053710938,106.43930053710938,unchanged,0.3093898296356201,6.086599349975586,5.38287878036499,2603.116540772996,1038.077056223394,minor,0.9235805869102478,Electronic---Synth-pop,0.1029388308525085,Pop---K-pop,0.0872406214475631,Electronic---Electro,0.0861956104636192,Hip Hop---Trap,0.0735239684581756,Electronic---Dance-pop,0.0727302730083465,0.0010474226301084,0.0011893810366245,1.070631989274716,0.0599119164906767,0.1153472820624301,0.3444759825447363,0.0044037217448931,0.0302356620207007,0.2254943788902892,0.0247887123841792,0.0840003019740152,
Don't Lie,The Black Eyed Peas,2005-08-10,2005-12-21,81,14,20,0,10,41.55,2005-09-07,20,4.0,2005,1065.0,False,2005-05-25 07:00:00,219.0,Hip-Hop/Rap,76.0,104.0,89.98191833496094,89.98191833496094,89.98191833496094,unchanged,0.3142375946044922,4.951626777648926,5.877333164215088,3580.310341519099,1559.7905681598295,major,0.887698769569397,Hip Hop---Pop Rap,0.1937745511531829,Hip Hop---RnB/Swing,0.1271386593580246,Funk / Soul---Contemporary R&B,0.0778535231947898,Hip Hop---Cloud Rap,0.0684385374188423,Hip Hop---Ragga HipHop,0.0625356659293174,0.0020118740027328,1.5192585943069048e-05,0.1647424573028928,0.0200485510317918,0.1812292242102557,0.8470157989477229,0.0042234859786276,0.0614262729679069,0.1178125299156818,0.0523833708721213,0.0270431122746543,
Don't Matter,Akon,2007-01-31,2007-07-04,79,1,23,13,20,17.82608695652174,2007-04-04,23,9.0,2007,985.0,False,2006-11-14 12:00:00,249.413,R&B/Soul,77.0,140.0,125.05262756347656,125.05262756347656,125.05262756347656,unchanged,0.2496683895587921,6.041505336761475,6.087975025177002,4609.1610260482175,1821.338986612326,major,0.7303152680397034,Funk / Soul---Rhythm & Blues,0.1108772605657577,Hip Hop---RnB/Swing,0.1043343693017959,Funk / Soul---Contemporary R&B,0.0987652689218521,Funk / Soul---Neo Soul,0.083387553691864,Funk / Soul---Soul,0.0803176835179328,0.0197766169289934,0.0006941175626593,0.3126475072126595,0.0203864920590035,0.416472437849734,0.6640406453279866,0.0106854305424803,0.0261031534133167,0.0232885266186713,0.2469887619372457,0.0289225163471655,
Don't Matter To Me,Drake Featuring Michael Jackson,2018-07-11,2018-08-08,9,9,5,1,3,36.6,2018-07-11,5,0.0,2018,406.0,False,2018-06-29 12:00:00,245.787,Hip-Hop/Rap,11.0,11.0,102.89826202392578,102.89826202392578,102.89826202392578,unchanged,0.2255631536245346,4.590559005737305,4.400364398956299,2078.917006074181,938.2133448401164,major,0.8240875601768494,Electronic---Downtempo,0.177494391798973,Electronic---Deep House,0.11578119546175,Electronic---Tropical House,0.1107367202639579,Electronic---House,0.0947201997041702,Funk / Soul---Contemporary R&B,0.0935021266341209,0.0024806256265037,0.0033389109958079,1.2975163496812456,0.0297398520742717,0.2827088395133614,0.2048889590714679,0.0265539138063104,0.0123493017279088,0.0880829399829963,0.0284009109891485,0.040059043338033,
Don't Mind,Kent Jones,2016-05-18,2016-09-28,63,8,20,6,16,25.2,2016-07-13,20,8.0,2016,503.0,False,2016-04-25 07:00:00,198.213,Hip-Hop/Rap,22.0,78.0,79.84649658203125,79.84649658203125,79.84649658203125,unchanged,0.3690320551395416,4.776365756988525,5.285253047943115,3001.409241101169,1357.7769576671512,minor,0.8311166167259216,Hip Hop---Cloud Rap,0.3443827927112579,Hip Hop---Trap,0.2477492988109588,Latin---Reggaeton,0.0893480703234672,Hip Hop---Pop Rap,0.080580323934555,Pop---K-pop,0.0777938961982727,0.0002412825604167,7.564132170401194e-06,0.1688537531053082,0.0061618777522445,0.1169099403559812,1.0192044448041315,0.0013953724352617,0.0927494045008003,0.1045918785941921,0.1025410126276256,0.0083645010856372,
Don't Mind If I Do,Riley Green Featuring Ella Langley,2025-08-13,2026-01-21,74,23,24,0,6,56.75,2026-01-07,24,21.0,2025,17.0,False,2024-10-18 12:00:00,218.946,Country,298.0,445.0,89.83123016357422,89.83123016357422,89.83123016357422,unchanged,0.2011056989431381,4.639438629150391,4.972146034240723,2346.037160064414,1075.7101619944854,major,0.9251413345336914,Rock---Alternative Rock,0.1919319331645965,Rock---Acoustic,0.1367239505052566,Latin---Reggaeton,0.1190538182854652,Rock---Pop Rock,0.09287029504776,Rock---Indie Rock,0.0924046337604522,0.0169210947078681,0.0021020550855155,0.202416246533744,0.134225725993474,0.0615276709452246,0.0195253287633931,0.0157838443610671,0.1698041558560135,0.1783880040893564,0.0235739876807201,0.9980628514704222,
Don't Phunk With My Heart,The Black Eyed Peas,2005-04-20,2005-10-12,97,3,26,12,23,19.653846153846153,2005-06-22,26,9.0,2005,1075.0,False,2005-05-25 07:00:00,239.773,Hip-Hop/Rap,-36.0,27.0,130.77410888671875,130.77410888671875,130.77410888671875,unchanged,0.3444527387619018,6.189161777496338,4.957846164703369,3860.918509940983,1759.7893587945046,minor,0.9147279858589172,Electronic---Bassline,0.1686320155858993,Electronic---House,0.1558791995048523,Electronic---Breaks,0.1293866485357284,Electronic---Breakbeat,0.126264289021492,Electronic---UK Garage,0.0939067080616951,0.0001764068410921,1.6569177921255118e-05,1.3568362238320333,0.0028121221738111,0.0174067487969296,0.1776424737181514,0.0008245067811429,0.0038323509529227,0.0756359246685747,0.0098957771324421,0.015715230357074,
